id,time,color
0,0.21864583333333334,None
1,0.45064583333333336,None
2,0.7173125,None
3,1.9679791666666666,None
4,2.7786458333333335,None
5,3.0506458333333333,None
6,3.3493125,None
7,3.919979166666667,None
8,4.170645833333333,None
9,4.770645833333333,None
10,4.999979166666667,None
11,5.751979166666667,None
12,5.9653125,None
13,6.2693125,None
14,6.679979166666667,None
15,7.5013125,None
16,8.871979166666666,None
17,9.167979166666667,None
18,9.3973125,None
19,9.719979166666667,None
20,10.3493125,None
21,10.831979166666667,None
22,11.647979166666667,None
23,11.871979166666666,None
24,13.079979166666666,None
25,13.351979166666666,None
26,13.847979166666667,None
27,14.7173125,None
28,15.2773125,None
29,15.5013125,None
30,15.770645833333333,None
31,16.399979166666668,None
32,16.8693125,None
33,18.2293125,None
34,18.698645833333334,None
35,18.9813125,None
36,19.7493125,None
37,20.9013125,None
38,22.3813125,None
39,23.431979166666668,None
40,23.927979166666667,None
41,24.3573125,None
42,24.903979166666666,None
43,25.399979166666668,None
44,25.639979166666667,None
45,25.890645833333334,None
46,26.3893125,None
47,26.8693125,None
48,27.3573125,None
49,27.607979166666667,None
50,27.858645833333334,None
51,28.3493125,None
52,28.850645833333335,None
53,29.33064583333333,None
54,29.831979166666667,None
55,30.0773125,None
56,30.311979166666667,None
57,31.551979166666666,None
58,31.7973125,None
59,32.047979166666664,None
60,32.2773125,None
61,32.52797916666667,None
62,32.7813125,None
63,33.010645833333335,None
64,33.279979166666664,None
65,33.5093125,None
66,33.76797916666667,None
67,34.007979166666665,None
68,34.25064583333333,None
69,34.5013125,None
70,34.751979166666665,None
71,34.9973125,None
72,35.23197916666667,None
73,35.4773125,None
74,35.727979166666664,None
75,35.97864583333333,None
76,36.2293125,None
77,36.479979166666666,None
78,36.7093125,None
79,36.9493125,None
80,37.45064583333333,None
81,38.0613125,None
82,38.63197916666667,None
83,38.99997916666667,None
84,39.53064583333333,None
85,39.95997916666666,None
86,40.650645833333336,None
87,41.098645833333336,None
88,41.31197916666667,None
89,41.6293125,None
90,42.13064583333333,None
91,42.44797916666667,None
92,42.730645833333334,None
93,43.3093125,None
94,43.53064583333333,None
95,43.95197916666667,None
96,44.2453125,None
97,45.05864583333334,None
98,45.279979166666664,None
99,45.5093125,None
100,46.047979166666664,None
101,46.5493125,None
102,46.778645833333336,None
103,47.050645833333334,None
104,47.2773125,None
105,47.52797916666667,None
106,47.9013125,None
107,48.45064583333333,None
108,48.9973125,None
109,49.24797916666667,None
110,49.498645833333335,None
111,49.9013125,None
112,50.4293125,None
113,50.7013125,None
114,50.97864583333333,None
115,51.25064583333333,None
116,51.95197916666667,None
117,52.29864583333333,None
118,52.7093125,None
119,52.946645833333335,None
120,53.3813125,None
121,53.80797916666667,None
122,54.4213125,None
123,54.9093125,None
124,55.39997916666667,None
125,56.351979166666666,None
126,56.79997916666667,None
127,57.12797916666667,None
128,57.330645833333335,None
129,58.351979166666666,None
130,58.83197916666666,None
131,59.327979166666665,None
132,59.8293125,None
133,60.031979166666666,None
134,60.327979166666665,None
135,61.199979166666665,None
136,61.67997916666667,None
137,62.279979166666664,None
138,62.778645833333336,None
139,63.2613125,None
140,63.75997916666667,None
141,64.19997916666667,None
142,64.60797916666667,None
143,65.1013125,None
144,65.73064583333333,None
145,66.23197916666666,None
146,66.7013125,None
147,67.19997916666667,None
148,67.69864583333333,None
149,68.1813125,None
150,68.6773125,None
151,69.1813125,None
152,69.55197916666667,None
153,70.1013125,None
154,70.64797916666667,None
155,71.13064583333333,None
156,71.6293125,None
157,72.1013125,None
158,72.61064583333334,None
159,73.1013125,None
160,74.0693125,None
161,74.44797916666667,None
162,75.0693125,None
163,75.45864583333334,None
164,75.95197916666666,None
165,76.15997916666667,None
166,76.6773125,None
167,76.95197916666666,None
168,77.44797916666667,None
169,79.01064583333333,None
170,79.9973125,None
171,80.26664583333333,None
172,80.95997916666667,None
173,81.45864583333334,None
174,81.66664583333333,None
175,81.9493125,None
176,82.45064583333334,None
177,82.7013125,None
178,82.9173125,None
179,83.17864583333333,None
180,83.4293125,None
181,83.91197916666667,None
182,84.41064583333333,None
183,84.67197916666667,None
184,84.91997916666666,None
185,85.3973125,None
186,86.39197916666667,None
187,86.85864583333333,None
188,87.8213125,None
189,88.2373125,None
190,88.7173125,None
191,89.41864583333333,None
192,89.8373125,None
193,90.2693125,None
194,90.81064583333334,None
195,91.2213125,None
196,91.7573125,None
197,92.1413125,None
198,92.79197916666666,None
199,94.25864583333333,None
200,94.5093125,None
201,94.73864583333334,None
202,95.25864583333333,None
203,95.49064583333333,None
204,95.7413125,None
205,96.01864583333334,None
206,96.4613125,None
207,96.7413125,None
208,96.9573125,None
209,97.43997916666666,None
210,97.7093125,None
211,98.1893125,None
212,98.4373125,None
213,98.6613125,None
214,98.9093125,None
215,99.17064583333334,None
216,99.4213125,None
217,99.65864583333334,None
218,100.11997916666667,None
219,100.40797916666666,None
220,101.1573125,None
221,102.11997916666667,None
222,102.6053125,None
223,103.35997916666666,None
224,103.55997916666666,None
225,104.1013125,None
226,104.33064583333334,None
227,104.59997916666667,None
228,105.17064583333334,None
229,105.57064583333333,None
230,105.8293125,None
231,106.0293125,None
232,106.31997916666667,None
233,106.55197916666667,None
234,106.96797916666667,None
235,107.53064583333334,None
236,108.03197916666667,None
237,108.26664583333333,None
238,108.47997916666667,None
239,108.9013125,None
240,109.51997916666667,None
